pid,question
2311,Improve Schools
2312,"focus on traffic, it is horrible for everyone"
2313,Bring down our property taxes - that is a huge burden on retirees.
2314,Process fingerprints and cut down on property crime.  It's the same people and we give them two years to do it before we ID them.
2315,"Please be strategic on the growth of the city, promoting economic attractiveness of our city but also plan to support such growth.  Let's follow Singapore's example of a well planned and successful city."
2316,"Austin is already a ""desirable"" place to live, work to make it an ""affordable"" place to live through multiple approaches."
2317,"CITY COUNCIL SHOULD BE WORKING TO HELP IMPROVE THE LIVES OF PEOPLE, THERE SHOULD NOT BE SPECIAL INTEREST FOR ANY GROUPS."
2318,Traffic is a problem
2319,"Medicare and Medicaid support to vision, dental and ears"
2320,base your decisions on evidence based research and plan accordingly
2321,INCREASE EMPLOYEE WAGES
2322,"WHY ARE YOU NOT USING THE HOME DEPOT FACILITY TO WORK UP A PROGRAM FOR THE HOMELESS?? 
STAY OUT OF THE ""HOUSING"" BUSINESS, ALLOW FREEDOM TO DEVELOPERS, PROPERTY OWNERS TO BE IN CHARGE OF THEIR PROPERTIES. ELIMINATE 50% ON YOUR ""COMMISSIONS"" REDUCE THE NUMBERS ON THE REMAINING COMMITTEES, TIME LIMITS TO COUNCIL MEETINGS, EVEN IF ISSUES HAVE TO DRAG ON - INACTION CAN BE A WONDERFUL BENEFIT. CONSOLIDATE CODE ENFORCEMENT INTO THE PERMITTING/INSPECTION DEPARTMENTS. REDUCE COSTS!!! REDUCE DEBT!!! ALLOW OUR NEIGHBORHOODS TO GENERATE THEIR OWN MARKETS AND CHARACTER."
2323,I think that creating better public transportation is the only way to help ease the traffic concerns in Austin.
2324,"I think the city's attitude to a lot of issues with livability is:  ""housing prices, and therefore your net worth, are increasing, so we are doing ok and you are doing ok.""  If I am correct, the problem is that the individual or family tax burden increases in kind, and the only way to realize this value increase is to sell the home and move out of Austin."
2325,Lower property tax and increase public schools
2326,Lower the property taxes.
2327,"Stop making plans for your future career in Democratic politics and run the darn city.  Oh, and fire Cronk.  He's gonna ruin this town."
2328,We need affordable housing and water rates
2329,"Please let police remove homeless from street. Austin was a beautiful, clean and safe city until recently. Homeless live on street made Austin unsafe and dirty,."
2330,"Appropriately fund the Police Department so that Austin, the 11th largest city in the US,  meets a national standard for law enforcement."
2331,No tax rebate or subsidy to for profit corporations.
2332,Reduce traffic congestion on the roads
2333,HOUSING AFFORDABILITY AND PROPERTY TAXES TOO HIGH
2334,WORK WITH CAP METRO TO EXPAND LIGHT RAIL
2335,THANK YOU FOR DOING A GOOD JOB AS MAYOR. YOU SEEM REASONABLE AND FAIR.
2336,"WE NEED TO SOMEHOW GET THE HOMELESS CAMPS SHUT DOWN, MORE AFFORDABLE HOUSING AND MENTAL HEALTH CARE."
2337,Keep working to maintain independence from the state.  Expand the light rail system.
2338,Do something about traffic
2339,SLOW DOWN AND MANAGE GROWTH. WORK ON TRAFFIC FIRST.
2340,"WE NEED MASS TRANSIT ALONG I 35. GOOD CITY PLANNERS KNOW THAT MORE ROADS EQUAL MORE CARS, NOT LESS TRAFFIC."
2341,LONG TERM TRANSIT VISION
2342,INVEST IN SOLAR ENERGY
2343,Plan for growth without the heavy tax burden
2344,STICK TO YOUR GUNS ON HOMELESSNESS.
2345,Property tax and water cost are too high
2346,Stop being a sanctuary city. This is disgraceful to our laws and our law enforcement officers.
2347,PLEASE GET US OUT OF CONTRACT WITH FAYETTE COAL POWER PLANT.
2348,Ban declawing!
2349,"TAKE CARE OF THE HOMELESS PROBLEM, REDUCE TAXES."
2350,Improve public transportation.
2351,Keep Austin Weird
2352,GREAT JOB ON PUTTING AUSTIN ON THE BEST CITY TO LIVE IN THE USA!
2353,TRAFFIC AT 620 AND 2222 NEEDS IMPROVED
2354,WE SEE THE MAYOR IS DOING HIS BEST TO IMPROVE AUSTIN AND MAKE AUSTIN THE BEST PLACE TO LIVE. WE APPRECIATE THAT VERY MUCH. GOOD JOB MAYOR!!
2355,PUBLIC TRANSIT IS CRUCIAL TO GROWTH OF CITY.
2356,Work on the quality of drinking water.  Reduce the water and electric bills.
2357,Deregulation in electric service providers. Better rebates for solar power at residence. Better rain water harvesting programs. Better cultural exchange with those from India.
2358,BETTER MASS TRANSIT
2359,"ENSURE AUSTIN REMAINS A BULWARK AGAINST WHITE CHRISTIAN NATIONALISM, EVEN WHILE THE CITY IS INCREASINGLY SURROUNDED AND PRESSURED BY IT'S INSIDIOUS PROPONENTS."
2360,It is difficult to find a list of parks with Pavilions.
2361,"Biggest issue is taxes, which is really a State issue. Related to school taxes, which the Mayor has little say."
2362,Salary adjustments for cost of living in Austin.
2363,"Something as simple as timing traffic lights better, could easily reduce congestion in a big way. It doesn't all need to be new road construction. Also, trimming trees that cover street signs would be very helpful."
2364,To better enforce traffic laws with respect to aggressive and dangerous drivers.  And hire ethical and honest people!
2365,"TRAFFIC, WE NEED AN ELECTRIC SHUTTLE SYSTEM."
2366,"Traffic and property tax, both need fixing."
2367,Recreation centers are concentrated in Central Austin. Most of them are not accessible by North West Austin community. We need a new recreation center for indoor sports in North West Austin.
2368,Traffic and noise from construction
2369,"Please resign and let someone else run the city.  In fact the same goes to at least several of the city council members.  If you want to get involved in national politics, please run for another elected office.  There are many problems facing a growing city like Austin.  We need a mayor who has undivided attention to make Austin a better place to live.  We need more roads (not bike lanes), larger police force, and more affordable housing.  It's not very complicated if you focus on the right problem."
2370,"Please approve new development and also keep the beauty of the city with the best quality of life for people.
Everything is bigger in Texas, we can expand our downtown wider and taller at the same time. 
I know traffic is a growing problem, people who work in tech can help to solve this with a new design. We can also help identify the cause for slow moving traffic.
We can use our homeless population to keep city and lakes clean, thus helping each other. 
Thank you."
2371,better public transportation
2372,HEARD THERE WOULD BE CHANGES TO IMPROVE CROSSINGS AT 360.CAM WE DO SOONER?
2373,FOCUS ON IMPROVING QUALITY OF LIFE FOR LOW INCOME AND DISENFRANCHISED RESIDENTS. HELP THOSE WHO HAVE BEEN IGNORED FOR DECADES.
2374,"REMOVE THE UPPERDECK ALONG I 35 DOWNTOWN, PUT THE ROAD UNDERGROUND. CONNECT EAST AND WEST DOWNTOWN AUSTIN. THINK BIG FOR THE FUTURE. DO IT NOW."
2375,"public transportation development, more bus/train lanes, frequency"
2376,LOWER OUR TAXES AND STOP WASTING OUR MONEY
2377,I would like to thank the Mayor for trying to solve the traffic issue on Mopac and 183 (towards airport). We should have if not already started planning to see more growth of Austin as a city and make sure that housing/rent is still affordable for all.
2378,"find a way to keep property taxes low - we see a lot of our neighbors having to move away because their property taxes have risen too much, too quickly in the last few years and the trend is continuing"
2379,Need to improve transportation
2380,"Establish reliable mass transit system - preferably not on street level (e.g. subway, monorail) - that connects east, south, and north Austin. Austin is too dense to continue to have unreliable bus system that only exacerbates the traffic problem. Establishing better transit system would encourage less personally owned vehicles on the road too."
2381,Police availability and response.
2382,Good work on keeping Austin friendly!
2383,Support initiative for Lyft.
2384,move the homeless shelter out of the prime real estate in downtown Austin.  make people pay a fine if they give money to pan handlers in street intersections!  this is dangerous because it causes car accidents.  I have witnessed this myself.
2385,Transport all these bums to a different city and get our transportation highway issue fixed. One lane off and on ramps - are you crazy? Your toll road Texas tag needs to encompass ALL the toll roads in Texas. It is so confusing to get toll road bills from two different companies. Forget the toll roads and make legit highway alternatives to I-35. One traffic accident on I-35 causes congestion for miles. See if you can have a helicopter lift the two wrecked cars off the highway so traffic can resume back to normal quicker. Make an emergency traffic lane gate that opens only for EMS and police so that they can get to the traffic accident quicker and tow the cars off into the emergency lane.
2386,PERHAPS JOB FINDING PROGRAMS. OR INCREASE MINIMUM WAGE.
2387,Thank you for improving Parque Zaragoza.
2388,"CODENEXT HAD A GOOD END GOAL. ALLOW DENSIFICATION TO TAKE PLACE TO COMBAT THE AFFORDABILITY ISSUE. THE MISSING INGREDIENT IS PLACE BASED DESIGN. THE DESIGN PROFESSIONALS INVOLVED NEED A STRONG VOICE AS POLICY MAKERS AND SHOULD BE ADVOCATES FOR THE COMMUNITY. ALSO, PASS THE GREEN LINE PLEASE."
2389,"Quit trying to provide things to people at the expense of others. Anything worth having is worth working for. You think if we give it to them they will work up to keep it, they invest nothing and have nothing to lose. You spend others money very liberally, why not spend your own?"
2390,"lower the property tax , water n electric fee"
2391,CITY GOLF COURSES SHOULD BE OPEN TO ALL PUBLIC.
2392,LIVING IN CLOSE PROXIMITY OF TRANSPORTATION FOR THE WORKING CLASS IS IMPERATIVE TO THE FUTURE SUCCESS OF THE CITY.
2393,NEED BETTER HIGHWAYS EXPANSION OF GROWTH AND REDUCE CRIME.
2394,"Need lower property taxes (for homes and autos) for low income of less than $20,000 annually"
2395,"Focus on the taxpayer.  We need a solid infrastructure, a healthy and safe environment.  Follow Federal and State laws.  Quit making Texas a California.  Lower taxes and make a balanced budget."
2396,Why is soccer stadium more important than housing and why do I have to pay taxes and they don't?
2397,Road planning
2398,Waited 6 hours at DPS to renew drivers license. Actual work took 5 minutes. How is this considered acceptable?
2399,I FEEL CITY AND POLICE DEPT SHOULD TAKE MORE STEPS TO STOP THE GUN VIOLENCE.
2400,"Traffic is getting worse, even with all efforts being made."
2401,Please deal with homeless/druggie problem.
2402,IMPROVE TRAFFIC
2403,"NOT SURE WHAT THE CITY IS DOING MOST OF THE TIME, WHICH IS WHY I ANSWERED DK FOR A LOT OF THIS. MAYBE MORE INFO WOULD BE GOOD"
2404,"Police training on how to talk to people, also learn the codes. Better service to civilians."
2405,Please improve the sidewalks to Lakeline Mall - along 620 please! Thanks!
2406,Lower the cost of living.
2407,Keep up the good work!
2408,Please invest in large scale solar energy or provide large companies with incentives to promote solar energy . It is a free and constant resource for Texas with no hazardous by products to the environment.
2409,PLEASE IMPROVE TRAFFIC AND TRANSPORTATION.
2410,IT WOULD BE VERY BENEFICIAL IF WE HAD A BETTER TRANSIT SYSTEM SUCH AS A TRAIN. I THINK IT WOULD HELP REDUCE TRAFFIC.
2411,Lower the property tax.
2412,I THINK IMPROVEMENTS AT THE AIRPORT AND TRAFFIC AROUND THE CITY WOULD HELP TAKE OVER CITY TO THE NEXT LEVEL.
2413,Fix traffic
2414,Good job overall!  Pay more attention to the road conditions and traffic issues.
2415,THE SEAL COAT IN MY NEIGHBORHOOD IS VERY POOR QUALITY.
2416,We need to accelerate the approved timeline of licensing and permitting for a new business.  There are too many homeless people living under the freeways and sleeping in front of small local businesses.
2417,"growth in infrastructure project should match with the growth in city economy while it is important to bring more business tot he city to generate more revenue, it is equally important  to focus on the quality of life in the city as well. traffic, climbing rate and property value will eventually push people away and make Austin the worst place to live and work"
2418,expand available events venues outside of downtown and/or create better traffic flow and parking downtown
2419,When is the traffic going to get better?? What are the plans in regards to better traffic?
2420,Initiate programs that will help lower property taxes. Every initiative the city taxes increases property taxes. Be innovative.
2421,Make Austin more affordable to live in. Taxes are running ahead of inflation & income growth.
2422,Transportation system needs a new plan otherwise big companies can't come here.
2423,hope you can come up with a solution to improve traffic on 290 at Y in oak hill and reduce speed limit on FM1826
2424,"MAKE PARKING ESIER DOWNTOWN/SURROUNDING AREAS, ENSURE HWY CONSTRUCTION MEETS DEADLINES ON TIME"
2425,"NEED TO DO BETTER, NEED TO PUT IN THE WORK, PEOPLE ARE GOING TO HATE YOU CAN'T PLEASE EVERYONG BUT YOU HAVE TO POWER THROUHG AND DO WHAT IS FOR THE CITY AND ITS PEPOPLE, THEY ELECTED YOU, YOU ARE IN A POSITION OF POWER,YOU NEED TO GIVE US AND CAN DO THAT BY FIXING TRAFFIC AND CONGESTION AND POLLUTION AND MAKING AUSTIN MORE SUSTAINABLE, DON'T GET COMPLACENT OR LAZY"
2426,LETS GREATLY IMPROVE AUSTINS PUBLIC TRANSPORT
2427,WE NEED TO DO BETTER ON SPENDING TAX DOLLARS WISELY FOR A RELIABLE PUBLIC TRANSPORTATION SYSTEM/RAIL. NEED TO PLAN FOR THE ACCELERATED GROWTH NOW.
2428,VERY EXPENSIVE PLACE TO LIVE. COMMUTE TIMES ARE VERY LONG.
2429,Keep building out the bike lane network (segregated on major/busy roads).
2430,"More bike lanes, especially in East Austin. Lots of people are riding out there and the area is under new development. And keep up the great work, thank you!"
2431,Traffic issue
2432,Making public transport more efficient (with respect to connection and time).
2433,Lower costs for retired residents.
2434,Stop toll roads and build rails.
2435,Make downtown area walking only. Divert more money into hike bike trail. Assist homeless.
2436,I WOULD LIKE TO SEE MORE BIKE LANES.
2437,"Tackle the cleanliness of all the pockets in East Austin w/areas between IH-35 and Pleasant Valley.  Will really help develop East side and the level of safety and security status it can be.  (e.g. like ""tipping point"" and the article about NYC subway cops and crime).  Thanks!"
2438,"AFFORDABLE HOUSING, CENTRAL IS A MAJOR ISSUE. BUT IF THEY COULD GET MORE COPS TO GIVE TRAFFIC TICKETS, IT WOULD HELP SO MUCH-YOU SHOULD LOOK INTO THAT"
2439,Stop growing if the city can't handle it!!!!
2440,CHARGE PEOLE TO MOVE HERE AND STAY HERE FOR THE FIRST YEAR
2441,MAKE YOUR GROWTH A CONSIDERATE ONE. GREED CONTINUES TO PUSH CITIZENS OUT OF THE CITY. INCLUDING CITIZENS WITH DEGREES AND PROFESSIONS. PROVIDE HELP TO THOSE THAT HAVE LITTLE. REDUCE FEES TO THOSE WHO CONSUME LESS WATER AND ELECTRICITY; CONSIDER ONES' INCOME TO BE FAIR WITH TAX HOME RAISES
2442,Traffic
2443,Stop building and ruining Austin.
2444,"Improve the infrastructure for continued growth of our city, especially for traffic.  Listen to the citizens on the options we prefer."
2445,"Make the budget smaller.  Do more with less.  When money is tight in our house, we spend less.  We are taxed to the gills and the City ALWAYS say MORE!  But you spend it on things that are not important.  Build your base.  The Family.  The tax payer!!  We own homes and have stable jobs.  We pay our taxes.  Work for us, not those people who cry the loudest."
2446,We need 3000 Permanent Supportive Housing vouchers and SW staff to support them. Please.
2447,"Make commute easier - time the lights, construction is ok but it is at the inconvenience of commute - common sense to reset or time the lights.  We can learn from Houston or Dallas - very well timed lights."
2448,FIX OUR DAMNED TRAFFIC PROBLEM!
2449,"Forget light rail. Consider Gondolas, aerial, not water."
2450,Respect the residents and their needs instead of looking out of the city for more hair brained ideas for making Austin anything more than it is already.
2451,"Focus on traffic flow, think about roundabouts and traffic light engineering for the timing."
2452,"keep Austin lovely, not exploding"
2453,"Traffic- lack of roads, shut the gates to Austin, stop building."
2454,"See my comments on homeless strategy... don't model after what LA or San Francisco are doing.  Get off the anything for bike lanes kick.  Focus on public safety, traffic, and roads."
2455,"TOO MANY PEOPLE, NOT ENOUGH ROADS OR AFFORDABLE HOUSING FOR THOSE THAT WANT TO WORK."
2456,FIX TRAFFIC AND WATER COST/USAGE.
2457,"FOCUS ON ROADS, TRAFFIC, PUBLIC SAFETY, KEEP TAXES LOW, STOP GIVING OVER OUR TAX DOLLARS."
2458,MORE OPTIONS FOR ELDERLY TO PARTICIPATE IN COMMUNITY.
2459,"It is so sad to see long time local business disappearing. We loved Austin because it was unique, and used to have the feeling of a small town with the advantages of a big city. Now, it is just another city in Texas with gas stations,  banks and Walgreen's on every corner of every rd. So sad to see Austin go down that rd!"
2460,IMPROVE TROUBLED NEIGHBORHOODS
2461,STOP BUILDING ON EVERY CORNER. AUSTIN IS LOST IN CONGESTION AND APARTMENT BUILDINGS. AUSTIN IS NO MORE!
2462,Make housing affordable!!!!
2463,MAKE AUSTIN AFFORDABLE AND FOCUS ON MOBILITY.
2464,"AUSTIN IS BECOMING UNAFFORDABLE, HELP US FIND A WAY TO STAY HERE."
2465,Don't let Austin turn into Seattle as far as homeless problem in their city.
2466,"LOWER TAXES, STOP INFLATION"
2467,Stop lying to his constituents and allow an audit of the city.
2468,LOWER THE COST OF HOUSING AND BRING IN MORE HIGHER PAYING JOBS
2469,"MIDDLE CLASS FAMILIES SHOULD BE YOUR PRIORITY, ADDRESS HOMELESSNESS. GET THE CITY COUNCIL IN CHECK."
2470,"INFRASTRUCTURE/ROAD DEVELOPMENT, PROPERTY TAX TOO HIGH"
2471,"Stop gentrification. Preserve Austin's identity as a diverse, welcoming and weird place. Protect long standing businesses. Stop selling out the established working class, some who's families have been in our neighborhoods for generations, for the sake of expanding condos."
2472,"Do not let big business, extremely wealth people and the state dictate what is done for Austin. Listen to the people who live and work hard to make Austin a place they want to continue to afford to live in."
2473,See previous comment
2474,Traffic fixation
2475,I appreciate the work he is doing. I appreciate what he does and his involvement with all races. Please reverse the tent ordice.
2476,"Please make Austin a more affordable place to live ! I love Austin , I am a teacher and a homeowner but I do not know if I'll be a le to afford to retire here because of the property taxes going up every year .... please help the teachers â™¥ï¸"
2477,Eliminate tax subsidies to incoming corporations that do not hire long time residents
2478,HOMELESS SITUATION SLEEPING ON SIDEWALKS AND UNDER BRIDGES. HOW CAN YOU IMPROVE THIS SHAME ON YOU MAYOR.
2479,"We need to address the homeless problem and the traffic issues. Austin's traffic is becoming a real burden on its citizens and the lack of public transportation and lack of density will both make traveling across the city too burdensome, time-consuming. This will not only affect quality of living but also be bad for business. Please let's come up with incentives for the private sector to support the city in making public transportation a priority."
2480,"In spite of its tremendous growth spurt, Austin continues to be a beautiful and enticing city.  Would never live anywhere else but I am worried of the cost of living and the taxes since I getting to the point where I will be on a fixed income."
2481,More roads and shopping centers east of IH 35.
2482,ELIMINATE ALL TOLL ROADS
2483,Availability of services for low income families.
2484,PROPERTY TAX ARE HIGH AND UNABLE TO FIX MY HOME INVESTORS ARE BUYING OUR HOMES DUE TO TAX CLIMBING.
2485,STOP WASTING MONEY. REDUCE PROPERTY TAX AND MAKE AUSTIN AFFORDABLE.
2486,"OUR CITY GOVERNMENT IS NOT TRANSPARENT, THERE ARE BACK DOOR DEALINGS."
2487,We don't need a soccer stadium.
2488,Homeless off the street and in city run drug facilities and hospitals
2489,"Stop wasting taxpayer monies on trips to find out how are cities & other areas are dealing with issues. Use your staff to come up with solutions that work for the City i.e. be innovative, a leader & not a follower. Use technology to explore the solutions to issues instead of trying solutions for other areas that may not work here.  Shape the box."
2490,I would like to see community police.   It may be old school but trust in government starts at what should be the most visible.
2491,Inviting the homeless to camp in Austin is a terrible idea. We don't want Austin to become San Francisco.
2492,"Please stop letting those big companies infiltrate downtown and inside the 15min bubble, our city cant handle all those extra people they bring in for jobs (their families, the traffic, the roads, the taxes, the parking, the rent) This is the best city and we want to keep it that way by not pushing out the locals that have made it that way!"
2493,subway system...doesn't impede traffic
2494,"HELP THE HOMELESS GET JOBS OFF THE STREET, GET HOMES."
2495,Homelessness is a travesty and makes me feel unsafe at lights and certain areas of Austin.
2496,"Improve transportation by building better roads and highways without them being toll roads.  We pay for the bonds & taxes to build roads and then we have to pay more to use them?  We can not afford to use the new roads and highways if you make them all Toll Roads.  This will not fix the transportation problem.
AND please do not raise taxes for Home Owners, it puts a lot of pressure and we can not afford to live in our own homes.  You want to fix all the budget problems by having homeowners pay for it.  That is why most of my co-workers live in Bastrop, Round Rock, or Kyle."
2497,"School and teacher, child care teachers pay"
2498,"Truly value minorities as equals without using their income as a measure for their worth. Focus on improving  the quality of life for your low income minority (black/brown/immigrant, disabled, senior) residents before trying to increase the growth of the city; which negatively impacts those residents by widening the income inequality gap.
Increasing efforts to invest more in social services  for lower income residents allows them to get the adequate resources they would otherwise be unable to access, and  potentially keeping them in a cycle of poverty/debt."
2499,Thank you for your service
2500,"Homeless problem, maybe find or create simple jobs like mowing the empty lots or picking up trash."
2501,"You are not the mayor of California. Californians are not your constituents, we are. We are being forced to move out of the city because it is no longer affordable. Hispanic and African American neighborhoods are being gentrified everyday and nothing is being done to help the long-time residents that are being forced out of their homes. And because they are poor and minorities, you don't seem to care about it."
2502,We need solutions to the high cost of living. They (the mayor and council) need to do more for the working class.  Instead of worrying about attracting more condo developers. Many of us born and raised here in Austin are hanging on by threads to afford our hometown.   That's not right.  They mayor and council are allowing the people and local businesses that made austin special beautiful and unique vanish .  They mayor and council have all shown they have sold our city out for the all mighty dollar.  And most importantly the mayor has made our city a disgusting filthy and unsafe place by allowing the homeless to overtake our formerly beautiful city.
2503,Cost of housing is ridiculously high. Build an other bridge across town lake to East of IH35.
2504,"PLEASE help the homeless. decisions in this ""situation"" will be hard and distasteful.... But People will start leaving... and go somewhere else...."
2505,Taxes and housing do something stop just talking
2506,"You need to get on the ball with all these changes, keep us informed and updated."
2507,Please do something to reduce the number of homeless people on each intersection. They don't seem to be needy if people provide them with living conditions or material means to survive under bridges to smoke and drink. Thank you.
2508,"Get rid of the dumbest rule : camping allowed pretty much anywhere! 
NO ENFORCEMENT so it has become DANGEROUS! We are FED UP WITH IT!! You claim it has not caused more homeless people but you are wrong! My neighborhood has become a giant camping ground full of trash, junk, aggressive homeless thieves!!"
2509,control homelessness. It's creating a feeling of uneasiness for communities and also creating a safety concern for Austin and the people who want to visit us.
2510,TAXES ARE TOO HIGH
2511,"Too many bike lanes.  I do not like those posts being placed on the streets in order to make more bike lanes.  My understanding that is that you have a council member and since he rides bikes pretty much of what he says happens.  Well, I do not like what it is doing to the streets, all of those posts and the narrow streets are making it difficult to maneuver around pedestrians/children.  The cyclist are now riding two or three abreast making it even more dangerous, please, no more bike lanes in our neighborhood."
2512,STOP THE GENTRIFICATION ON RIVERSIDE and overall Austin
2513,Help the homeless so we can keep Austin clean. Everywhere you look there's trash. In all of my 67 years in Austin I've never seen such filth.
2514,LACK OF DIVERSITY AND CITY SEGREGATION
2515,"Get a F****** clue on the homeless situation in Austin. Do not try to solve the problem punishing tax payers and homeowners of this city. Stop this camping thing, and enforce some laws. Our city looks like S*** now."
2516,"To please help the Elder with Taxes so we do not have to leave our Homes 
Thank you"
2517,Stop the homeless from being everywhere. My daughter was almost walked to in a CVS
2518,RECENT ORDINANCE ALLOWING HOMELESS TO CAMP IN FRONT OF BUSINESS ENTRANCES AND ANY SIDEWALK IS AWFUL. DEVELOP A BETTER PLAN.
2519,"GROWTH MUST STOP, HELP OLD AUSTINITES TO HAVE THEIR HOME."
2520,"I PAY $17 FOR DRAINAGE EVERY MONTH, RIDICULOUS!"
2521,"THE RISING COSTS OF LIVING ARE PUSHING OUT SOME OF AUSTIN'S BEST RESIDENTS-FAMILIES WITH CHILDREN,PEOPLE OF COLOR, THE ELDERLY AND THE DISABLED.I CONSIDER MYSELF SUCCESSFUL AND FINANCIALLY STABLE BUT I DON'T SEE MYSELF ABLE TO AFFORD LIVING HERE IN THE FUTURE IF THINGS PROGRESS THE WAY THEY ARE NOW."
2522,"To add more freeways to this never-ending city growth for easy pathways and less car crashes, no bike lanes!"
2523,"Make Austin's housing affordable, quit giving tax breaks and try to solve the traffic problem."
2524,AUSTIN POLICE DEPT NEEDS TO VISIT THIS NEIGHBORHOOD MORE FREQUENTLY DAY AND NIGHT.
2525,PLAN FOR MORE PEOPLE HOUSING ROADS
2526,Please decrease the number of homeless people littering our city!
2527,"I wish I didn't think to myself, ""I liked Austin a lot more in the 1980's"", so often. Some things have improved, but many have worsened. I realize much is inevitable due to urban growth, but many cities across the globe have maintained their unique cultures despite their growth...I hope Austin can do it too."
2528,Cheaper rent for single mothers
2529,"STOP GIVING TAX BREAKS TO CORPORATIONS, IT IS A RANSOM THAT THE WORKERS HAVE TO PAY."
2530,REMEMBER AUSTIN HAS ALWAYS BEEN A FRIENDLY CITY.
2531,I AGREE WITH THE CITY'S POSITION ON THE NEED FOR RESIDENTIAL DENSITY IN THE URBAN CORE. PROVIDING MORE DENSE AND VARIED HOUSING IS IMPORTANT FOR AFFORDABILITY.
2532,"We need real transportation options, not just more lip service and endless studies that do not achieve implementation."
2533,COST OF LIVING TO MATCH RATE OF PAY
2534,"HOMELESS IS A PROBLEM IN THE CITY. TRASH IS EVERYWHERE, THERE SHOULD BE DESIGNATED AREAS FOR THEM TO CAMP."
2535,Please check into the traffic flow in growing neighborhoods.
2536,Affordable housing and traffic enforcement
2537,Thank you  for asking for your community's feedback!
2538,WE ARE NOT PREPARED FOR INFLUX OF HUMANS
2539,To have access to better education costs and quality affordable child after school programs.
2540,Make APD work.
2541,I AM VERY CONCERNED ABOUT THE HOMELESS PEOPLE IN OUR CITY
2542,STOP TELLING PEOPLE AUSTIN IS A PLACE TO LIVE
2543,BETTER AND MORE CITY PLANNING-MAKE MORE DENSE-BETTER COMMUNICATION BETWEEN 311 AND OTHER DEPARTMENTS
2544,Make more conservation and sustainability efforts.
2545,Please continue to address city's infrastructure in dealing with population growth.
2546,"Mayor, I appreciate the desire to house the homeless, I think that is something that we need to do. However, I also feel that the residence in the north east sector of town keep getting overlooked. In the areas of police protection, maintece of city property such as the sidewalks and  maintaining the areas adjacent to main streets,  lighting, and Timely response from 311 and 911 calls.  Often our neighbors have been broken into, our mailboxes have been broken into, our cars have been broken into, and somehow no one ever gets caught. I have no choice but to ask myself how does the treatment  residents in my neighborhood compare to the treatment of residence in more affluent neighborhoods.  Respectfully yours, Maria Elsa Rodriguez, 36-year resident at Copperfield subdivision"
2547,TRASH AND RECYCLING BINS IN HEAVILY POPULATED HOMELESS AREAS.
2548,KEEP AUSTIN FRIENDLY AND BEAUTIFUL
2549,INVEST MORE RESOURCES IN THE RUNDBERG AREA.
2550,"LOWER PROPERTY TAXES, AFFORDABLE HEALTH CARE AND DENTAL."
2551,"SAFETY! POLICE NEED TO TAKE ACTION IN CAR ROBBERIES, NOT JUST COME AND MAKE A REPORT."
2552,Affordable housing
2553,CONTROL PROPERTY TAXES
2554,Better schools programs
2555,the businesses that supply tax revenue to Austin's coffers deserve better attention than they have been given in regards to helping them maintain a business friendly environment when it comes to homeless loitering in and around their premises.
2556,"To ensure people all across this city are treated equally.  
 I live in Southeast Austin near  William Cannon and McKinney Falls Parkway and have made at least two requests to 311 over the past year to have my street repaired and the request has been ignored.
I house sat for a friend last week that lives near Mopac and 32nd St. and called 311 requesting a pothole in the street to be repaired around 11:45 AM.   When I arrived back at her house at 5:00 PM that VERY SAME DAY,  that pothole and a couple of others were repaired."
2557,"Make sure that the camping everywhere in the streets ordice is revalued. Downtown is turning into an unhospitable street jungle full of unemployed, drug users that create waste and are unsafe to the other citizens paying the taxes. 
Stop talking about affordable housing and actually create some.  Developers will not create anything affordable since there is not incentive to sell cheaper houses when you can build and sell million dollar mansions."
2558,I love Austin been here all my life. I am disappointed how we are handling the homeless population.
2559,"Sir, can you please do something about the driving test. I feel like it's out of date and many people young to old should be tested in a better way."
2560,New homeless ordice is a nuisance and an eyesore to our great city.
2561,Get rid of the tent city plan.
2562,Traffic is the #1 problem and the lack of roads/highways.  I live in Barton Hills and it is impossible to park downtown. I love Austin but it has become difficult to live here.
2563,POLICE OFFICERS SHOULD ABIDE BY TRAFFIC LAWS JUST LIKE CIVILIANS.
2564,Please work to keep the cost of living in Austin affordable.
2565,Affordable housing
2566,KEEP WORKING AT IT
2567,BETTER WAY TO HELP THE HOMELESS OTHER THAN CAMPING ALL OVER
2568,IMPROVE FLOW OF TRAFFIC
2569,More affordable housing
2570,"Homelessness.  Move them to an outside location. Learn  how to deal with them but do no expect the citizens to deal with them since some do not care to be helped.
Some enjoy their life..  Hey no taxes."
2571,"Stop adding more FTEs to both general fund and enterprise departments. Focus on departments operating efficiently rather than giving them additional FTEs. Also, tell the truth about homelessness in the media and how many of them are bused here from other cities/communities. Ask the big tech firms to pitch in and help address the homelessness issue ficially to build community such as Community First Village."
2572,Give it's city employees a bigger pay raise.  as inflation continues to increase our pay checks are not.
2573,"Make available transportation options in Northeast Austin, Harris Branch Parkway."
2574,Need public transportation options in the Harris Branch Parkway area.
2575,ADDRESS TRAFFIC. POLICE ARE VERY RUDE. HIGH HOME PRICES AND RENT.
2576,"Try to foresee planning on travel throughout the city versus building first. Its because of the Rapid growth there isn't anywhere to reach your destination . Also maybe if possible look at a Truck route using 130 so traffic on 35 won't be so bad like starting out at Sun City and come out in Buda , San Marcos and pose fines on 18 wheeler's caught in city . But discount rates for them to use 130 ."
